,locations,source_reliability,media,confidence,text,text_translated,_timestamp,num_persons,mode,origin,destination,geom_tweet,triage_status,source,uniqueid
816,"['austria', 'hungary']",0.997,['http://pbs.twimg.com/media/COhsLHDWwAAlp-c.jpg'],0.74,"RT @reuters_italia: Migranti, a migliaia arrivano in Austria da Ungheria http://t.co/vgHyfeodby http://t.co/EoOBDzbkXD",migrants thousands arrive in austria from hungary,2019-10-03 07:52:21,,,HU,AT,010100000076711B0DE05D30409A99999999194840,,twitter,807
817,"['macedonia', 'greece']",0.169,,0.906,"RT @TgLa7: Migranti:Macedonia,7600 arrivi da Grecia in ultime ore. Dalle 18 di ieri alle 6 di questa mattina",tgla7 migrants macedonia 7600 arrivals from greece in the last hours from 6pm yesterday to 6am this morning,2019-10-04 08:29:14,,,EL,,0101000000575BB1BFEC6E35400000000000004540,,twitter,808
818,"['germany', 'austria']",0.39,,0.715,RT @ultimenotizie: La #Germania ha sospeso il traffico ferroviario dall'#Austria a causa della crisi dei migranti.,germany has suspended rail traffic from austria due to the migrant crisis,2019-10-07 05:02:31,,,AT,,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,809
819,"['hungary', 'serbia']",0.821,['http://pbs.twimg.com/media/CO4fqUTWwAAAnus.jpg'],0.724,"Immigrazione, senza accordo salta Schengen. Ungheria chiude ferrovia con Serbia http://t.co/nYlawiS3XJ http://t.co/b9rlpUKmO3",immigration without schengen skip agreement hungary closes railroad with serbia,2019-10-07 18:08:57,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,810
820,"['croatia', 'serbia']",0.952,['http://pbs.twimg.com/media/CPKcKOYWcAAZVQQ.jpg'],0.536,"RT @Corriereit: Migranti,  la Croazia chiude tutti  i valichi di frontiera con la Serbia  http://t.co/ZIVPhLWaPr http://t.co/OoN9wd4TNF",corriereit migrants croatia closes all border crossings with serbia,2019-10-11 05:46:49,,,,,01010000004850FC1873F72F40545227A089E84640,,twitter,811
821,"['hungary', 'croatia']",0.995,,0.788,Migranti: Ungheria chiude confine a nuovi arrivi dalla Croazia e mobilita i riservisti http://t.co/lSxlVAMnvE,migrants hungary closes border to new arrivals from croatia and mobilizes the reservists,2019-10-12 13:56:51,,,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,812
822,"['tovarnik', 'austria']",0.029,['http://pbs.twimg.com/media/CPVVLqpWgAAuvDn.jpg'],0.85,"RT @MeltingPotEU: #overthefortress #Tovarnik arrivato il treno, tutti sperano porti in #Austria . I migranti decidono prima le famiglie htt…",overthefortress tovarnik the train arrived everyone hopes to bring in austria migrants decide htt families first,2019-10-13 08:32:15,,train,,,01010000006666666666263340211FF46C56954640,,twitter,813
823,"['grecia', 'belgia']",0.0,,0.63,Agli aeroporti del Belgio reintrodotti i controlli per chi arriva dalla #Grecia #refugeescrisis #refugeesnotwelcome,at the belgian airports reintroduced the controls for those arriving from grecia refugeescrisis refugeesnotwelcome,2019-10-15 07:31:44,,,,EL,010100000000000000000036400000000000804340,,twitter,814
824,['hungary'],0.176,,0.778,Numero di #migranti entrati in #Ungheria negli ultimi mesi. https://t.co/ieqJcliQMt,number of migrants entering hungary in recent months,2019-10-19 08:12:24,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,815
825,[],0.711,,0.66,"RT @ultimenotizie: I migranti morti solo dall'inizio dell'anno nel #Mediterraneo sono 2.987, lo rende noto l'organizzazione internazionale …",2 987 migrants have died only since the beginning of the year in the mediterranean,2019-10-29 11:37:17,2987.0,,,,,,twitter,816
826,[],0.758,,0.65,RT @ultimenotizie: Sono oltre 3.100 i migranti morti mentre cercavano di attraversare il #Mediterraneo dall'inizio del 2015. E' quanto rend…,more than 3 100 migrants have died while trying to cross the mediterranean since the beginning of 2015,2019-11-05 13:11:30,,,,,,,twitter,817
827,['hungary'],0.862,['http://pbs.twimg.com/media/CRgFqcjUEAI8svh.jpg'],0.975,Migranti 'economici': l'Ungheria chiude le frontiere http://t.co/PTcHT3sNOf http://t.co/dwtWrSSKjg,economic migrants hungary closes the borders,2019-11-09 07:11:34,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,818
828,"['hungary', 'croatia']",1.0,['http://pbs.twimg.com/media/CRgMGmnWwAAD8bO.jpg'],0.982,"#Migranti, l'Ungheria chiude il confine con la Croazia http://t.co/Xy2W2dquMQ http://t.co/hFmGHAnLDq",migrants hungary closes the border with croatia,2019-11-09 07:40:30,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,819
829,['slovenia'],0.686,,0.969,"RT @ultimenotizie: Sono stati 12.600 i migranti e profughi entrati in #Slovenia nelle ultime 24 ore, un numero record, da sabato gli arrivi…",12 600 migrants and refugees entered into slovenia in the last 24 hours a record number since saturday the arrivals,2019-11-14 09:43:43,,,,SI0,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,820
830,['slovenia'],0.624,,0.799,Nel gli ultimi 24 ori hanno arrivato 12.600 migranti al paese di #Slovenia Un record secondo la Polizia!!!,in the last 24 golds 12 600 migrants have arrived in the country of slovenia a record according to the police ! ! !,2019-11-14 19:00:24,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,821
831,"['veneto', 'friuli', 'libya']",0.0,,0.755,"@N_Boschi @BerziLiliana i treni arrivavano in orario e i migranti (forzati) erano veneti e friulani, dal Pontino alla Libia. @F_Menchetti",the trains arrived on time and the migrants forced were from veneto and friuli from pontino to libya,2019-11-14 21:16:26,,train,,,01010000000000000000002A40211FF46C56154740,,twitter,822
832,"['slovenia', 'austria']",0.698,,0.616,"RT @TgLa7: #Migranti: in centinaia travolgono barriere a Sentilj al confine tra Slovenia e Austria, dopo attesa sotto la pioggia",tgla7 migrants hundreds sweep barriers in sentilj on the border between slovenia and austria after waiting in the rain,2019-11-21 17:37:44,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,823
833,['brussels'],0.015,,0.899,BriefNews: Κλειστοί όλοι οι σταθμοί του μετρό σήμερα στις Βρυξέλλες https://t.co/sHVRttWwef,briefnews all metro stations closed today in brussels,2019-12-14 08:24:26,,,,,,,twitter,824
834,['piraeus'],0.232,,0.901,Ακόμη 1.775 πρόσφυγες έφτασαν σήμερα στο λιμάνι του Πειραιά https://t.co/wiJgvMLMCu,still 1 775 refugees arrived today in piraeus port,2019-12-27 09:05:33,1775.0,,,,,,twitter,825
835,['austria'],0.8,,0.853,Αυστρία – 600.000 πρόσφυγες έφτασαν στη χώρα https://t.co/URrS2gqAWN,austria 600 000 refugees arrived in the country,2020-01-11 06:31:15,600000.0,,,,010100000076711B0DE05D30409A99999999194840,,twitter,826
836,['piraeus'],0.993,,0.708,4.000 πρόσφυγες έφτασαν το πρωί στον Πειραιά https://t.co/HvlD9Ykq6E,4 000 refugees arrive in piraeus this morning,2020-01-13 08:36:20,4000.0,,,,,,twitter,827
837,"['piraeus', 'greece']",0.926,,0.54,Περισσότεροι από 2.000 πρόσφυγες έφτασαν σήμερα στο λιμάνι του Πειραιά #ΕΛΛΑΔΑ https://t.co/glUdHmCq3U,more than 2 000 refugees arrive today in piraeus port greece,2020-01-14 09:42:49,2000.0,,,EL,010100000000000000000036400000000000804340,,twitter,828
838,['italy'],0.545,,0.766,Ιταλία: Περισσότεροι από 700 πρόσφυγες διασώθηκαν χθες στην Μεσόγειο https://t.co/0zY2gKDgmm,italy more than 700 refugees rescued yesterday in the mediterranean,2019-06-21 08:36:38,700.0,,,,010100000000000000000029403333333333F34440,,twitter,829
839,['lesvos'],0.968,,0.901,Πάνω από 2.000 μετανάστες και πρόσφυγες στη Λέσβο http://t.co/VlP4ZpLPMU,more than 2 000 migrants and refugees on lesvos,2019-06-26 13:28:39,2000.0,,,,0101000000BEC1172653553A40211FF46C56954340,,twitter,830
840,"['greek islands', 'lesvos', 'island']",0.232,,0.593,Ξεπερνούν τις 48.000 οι αφίξεις προσφύγων στα ελληνικά νησιά φέτος – Ιδιαίτερα αυξημένη η πίεση στη Λέσβο http://t.co/FSa1lQFpTm,over 48 000 arrivals of refugees in greek islands this year especially increased pressure on lesvos,2019-07-04 08:49:37,48000.0,,,,0101000000BEC1172653553A40211FF46C56954340,,twitter,831
841,['libya'],0.336,,0.588,"Περίπου 3,000 μετανάστες διασώθηκαν μόνο σήμερα, ανοικτά της Λιβύης http://t.co/uaZfxFg6PG",approximately 3 000 migrants were rescued only today off libya,2019-08-08 13:42:14,3000.0,,,,01010000009031772D215F2A40C139234A7B734040,,twitter,832
842,[],0.959,,0.741,ΝΕΚΡΟΤΑΦΕΙΟ 2000 μεταναστών και προσφύγων η Μεσόγειος http://t.co/dGpUQSNphf,cemetery 2000 migrants and refugees the mediterranean,2019-08-28 08:31:05,2000.0,,,,,,twitter,833
843,['skopje'],0.993,,0.963,Σε κατάσταση έκτακτης ανάγκης τα Σκόπια -Κλείνουν τα σύνορά σε μετανάστες http://t.co/w1AqbAvgUS,in an emergency skopje closes the borders to migrants,2019-09-12 13:13:22,,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,834
844,['skopje'],0.0,,0.811,Άνοιξαν ανά διαστήματα τα σύνορα στα Σκόπια για πάνω από 1000 πρόσφυγες- Αρκετοί παραμένουν εγκλωβισμένοι. http://t.co/YEwXbR0sRQ,from time to time the skopje border opened for over 1 000 refugees several remain locked,2019-09-14 13:16:22,1000.0,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,835
845,['fyrom'],0.994,,0.84,"Ομαλότερη η εικόνα στα σύνορα με την ΠΓΔΜ, 4.000 πρόσφυγες έχουν περάσει: Μετά τις χαοτικές σκηνές του Σαββάτο... http://t.co/hwsPJ3xZsj",smaller image at the border with fyrom 4 000 refugees have passed after the chaotic scenes of saturday,2019-09-15 17:14:12,4000.0,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,836
846,['fyrom'],0.35,['http://pbs.twimg.com/media/CNJ-OwwVEAEBJzH.jpg'],0.635,"RT @AmnestyGreece: Με το πρώτο φως της ημέρας, περίπου 500 πρόσφυγες συρρέουν να διασχίσουν
τα σύνορα #ΠΓΔΜ #SOSEurope http://t.co/tmTOfNIf…",with the first light of day about 500 refugees are flocking to cross the border fyrom soseurope,2019-09-16 07:04:40,500.0,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,837
847,"['piraeus', 'syria']",0.987,,0.772,Στο λιμάνι του Πειραιά φτάνουν το απόγευμα 2.500 ακόμα Σύροι πρόσφυγες http://t.co/MU8wWl9f5W,at the port of piraeus 2500 more syrian refugees arrive in the afternoon,2019-09-17 09:44:34,2500.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,838
848,"['piraeus', 'mytilene']",0.265,,0.985,Στον Πειραιά από τη Μυτιλήνη 2.500 πρόσφυγες: Αναχώρησε εκ νέου στις 9:20 το πρωί από το λιμάνι της Μυτιλήνης ... http://t.co/WAJvkRHpbC,in piraeus from mytilene 2 500 refugees departure again at 920 am from the port of mytilene,2019-09-18 09:19:13,2500.0,,,,,,twitter,839
849,[],0.603,,0.774,UNCHR: 300.000 μετανάστες έχουν φθάσει φέτος στην Ευρώπη διασχίζοντας τη Μεσόγειο – [Enikonomia.gr] http://t.co/zrOop8Opyx,unchr 300 000 migrants arrive this year across europe across the mediterranean enikonomia gr,2019-09-21 02:39:09,300000.0,,,,,,twitter,840
850,['vienna'],0.592,,0.563,Αναχώρησαν για Βιέννη τα τρένα προσφύγων http://t.co/Hu8TwOd3nO,they departed for refugee trains in vienna,2019-09-23 20:53:02,,train,,,010100000076711B0DE05D30409A99999999194840,,twitter,841
851,['piraeus'],0.718,,0.987,Δύο πλοία με 4230 μετανάστες και πρόσφυγες στον Πειραιά την Τρίτη http://t.co/2lzvygKf1E,two ships with 4230 migrants and refugees in piraeus on tuesday,2019-09-24 11:09:40,,boat,,,,,twitter,842
852,"['munich', 'hungary']",0.995,,0.916,RT @tvxs: Εκατοντάδες πρόσφυγες έφτασαν στο Μόναχο με τα τρένα από την Ουγγαρία [ΒΙΝΤΕΟ+ΦΩΤΟ] http://t.co/YNsfQORt1y,hundreds of refugees arrived in munich with trains from hungary video photo,2019-09-24 11:23:50,,train,HU,,010100000052499D8026222740454772F90F114840,,twitter,843
853,"['budapest', 'vienna']",0.786,['http://pbs.twimg.com/media/COD1A87WcAEZIaS.jpg'],0.582,"RT @miltostr: Εκεί που λες ότι τα είδες όλα, χιλιάδες πρόσφυγες ξεκίνησαν πεζή να πάνε από Βουδαπέστη Βιέννη. 50 ώρες διαδρομή... http://t.…",where you say you saw it all thousands of refugees started walking away from budapest vienna 50 hours route t,2019-09-27 13:17:46,50.0,on foot,AT13,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,844
854,"['hungary', 'austria']",0.958,['http://pbs.twimg.com/media/COFKfWMXAAAOT1_.jpg'],0.703,RT @parodynews: Η μεγάλη έξοδος για τους πρόσφυγες από την Ουγγαρία στην Αυστρία! Όλη η Ευρώπη ένας δρομος... http://t.co/UA6XpCgR5K,the great exit for refugees from hungary to austria ! all europe one way,2019-09-27 18:58:56,1.0,,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,845
855,['germany'],0.999,,0.706,Η Γερμανία ανοίγει τα σύνορα σε 10.000 πρόσφυγες http://t.co/pPisXfNNPW,germany opens the border to 10 000 refugees,2019-09-28 11:05:06,10000.0,,,,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,846
856,"['hungary', 'germany']",0.973,,0.99,RT @lifomag: 10.000 πρόσφυγες από την Ουγγαρία αναμένεται να φτάσουν σήμερα στη Γερμανία: Ακόμη 500… http://t.co/VH43px0YK4,10 000 refugees from hungary are expected to arrive in germany today 500 more,2019-09-28 11:23:58,10000.0,,HU,DE,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,847
857,['germany'],0.807,,0.933,Η Γερμανία ανοίγει τα σύνορα σε 10.000 πρόσφυγες: Έως και 10.000 πρόσφυγες αναμένεται να φτάσουν κατά τη διάρκεια… http://t.co/fRTKKKCfRa,germany opens border to 10 000 refugees up to 10 000 refugees are expected to arrive during,2019-09-28 12:37:36,,,,,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,848
858,"['austria', 'germany', 'germany']",0.381,,0.982,RT @Theurgia_Goetia: Μόλις ανακοινώθηκε: Τραίνο από Αυστρία για Γερμανία ειδικά για τους πρόσφυγες και ΧΩΡΙΣ εισιτήριο #refugeesgr  https:/…,just announced train from austria to germany specifically for refugees and without ticket refugeesgr,2019-09-28 15:15:08,,train,AT,DE,010100000076711B0DE05D30409A99999999194840,,twitter,849
